,Région,Sous-Région,Appellation,Label,Cru,Type,Couleur,Age min,Age max,T°C min,T°max,Type de verre,Commentaires
408,Languedoc,Minervois-la-livinière,Minervois-la-livinière,AOC,Minervois-la-livinière,sec,rouge,5.0,15.0,16.0,18.0,,
409,Languedoc,Muscat-de-frontignan,Muscat-de-frontignan,AOC,Muscat-de-frontignan,doux,blanc,4.0,20.0,9.0,11.0,,
410,Languedoc,Muscat-de-lunel,Muscat-de-lunel,AOC,Muscat-de-lunel,doux,blanc,4.0,20.0,9.0,11.0,,
411,Languedoc,Muscat-de-mireval,Muscat-de-mireval,AOC,Muscat-de-mireval,doux,blanc,4.0,20.0,9.0,11.0,,
412,Languedoc,Muscat-de-saint-jean-de-minervois,Muscat-de-saint-jean-de-minervois,AOC,Muscat-de-saint-jean-de-minervois,doux,blanc,4.0,20.0,9.0,11.0,,
413,Languedoc,Pic-saint-loup,Pic-saint-loup,AOC,Pic-saint-loup,sec,rouge,5.0,15.0,16.0,18.0,,
414,Languedoc,Picpoul-de-pinet,Picpoul-de-pinet,AOC,Picpoul-de-pinet,sec,rouge,5.0,15.0,16.0,18.0,,
415,Languedoc,Saint-chinian,Saint-chinian,AOC,Saint-chinian,sec,rouge,3.0,10.0,16.0,18.0,,
416,Languedoc,Saint-chinian,Saint-chinian,AOC,Saint-chinian,sec,blanc,3.0,8.0,8.0,10.0,,
417,Languedoc,Saint-chinian,Saint-chinian,AOC,Saint-chinian,sec,rosé,2.0,4.0,9.0,11.0,,
418,Languedoc - Roussillon,Languedoc - Roussillon,Vins de pays/IGP Oc,IGP,Vins de pays/IGP Oc,sec,rouge,2.0,6.0,15.0,17.0,,
419,Languedoc - Roussillon,Languedoc - Roussillon,Vins de pays/IGP Oc,IGP,Vins de pays/IGP Oc,sec,blanc,1.0,4.0,9.0,11.0,,
420,Languedoc - Roussillon,Languedoc - Roussillon,Vins de pays/IGP Oc,IGP,Vins de pays/IGP Oc,sec,rosé,1.0,3.0,9.0,11.0,,
421,Lorraine,Côtes-de-toul,Côtes-de-toul,AOC,Côtes-de-toul,sec,rouge,2.0,6.0,14.0,16.0,,
422,Lorraine,Côtes-de-toul,Côtes-de-toul,AOC,Côtes-de-toul,sec,blanc,3.0,5.0,10.0,12.0,,
423,Lorraine,Côtes-de-toul,Côtes-de-toul,AOC,Côtes-de-toul,sec,gris,2.0,3.0,9.0,11.0,,
424,Lorraine,Lorraine,Vins de pays/IGP Côte de Meuse,IGP,Vins de pays/IGP Côte de Meuse,sec,rouge,1.0,3.0,16.0,16.0,,
425,Lorraine,Lorraine,Vins de pays/IGP Côte de Meuse,IGP,Vins de pays/IGP Côte de Meuse,sec,blanc,1.0,2.0,8.0,10.0,,
426,Lorraine,Lorraine,Vins de pays/IGP Côte de Meuse,IGP,Vins de pays/IGP Côte de Meuse,sec,rosé,1.0,3.0,8.0,11.0,,
427,Lorraine,Moselle,Moselle,AOC,Moselle,sec,rouge,2.0,5.0,14.0,16.0,,
428,Lorraine,Moselle,Moselle,AOC,Moselle,sec,blanc,3.0,5.0,10.0,12.0,,
429,Lorraine,Moselle,Moselle,AOC,Moselle,sec,rosé,2.0,3.0,10.0,12.0,,
430,Poitou-Charentes,Haut-poitou,Haut-poitou,AOC,Haut-poitou,sec,rouge,3.0,10.0,14.0,16.0,,
431,Poitou-Charentes,Haut-poitou,Haut-poitou,AOC,Haut-poitou,sec,blanc,2.0,5.0,9.0,11.0,,
432,Poitou-Charentes,Haut-poitou,Haut-poitou,AOC,Haut-poitou,sec,rosé,1.0,3.0,8.0,11.0,,
433,Provence,Bandol,Bandol,AOC,Bandol,sec,rouge,3.0,20.0,16.0,18.0,,
434,Provence,Bandol,Bandol,AOC,Bandol,sec,rosé,2.0,7.0,8.0,11.0,,
435,Provence,Bandol,Bandol,AOC,Bandol,sec,blanc,2.0,5.0,8.0,11.0,,
436,Provence,Baux-de-Provence (Les),Baux-de-Provence (Les),AOC,Baux-de-Provence (Les),sec,rouge,3.0,15.0,15.0,17.0,,
437,Provence,Baux-de-Provence (Les),Baux-de-Provence (Les),AOC,Baux-de-Provence (Les),sec,blanc,2.0,8.0,8.0,11.0,,
438,Provence,Baux-de-Provence (Les),Baux-de-Provence (Les),AOC,Baux-de-Provence (Les),sec,rosé,2.0,5.0,8.0,10.0,,
439,Provence,Bellet,Bellet,AOC,Bellet,sec,rouge,3.0,15.0,14.0,15.0,,
440,Provence,Bellet,Bellet,AOC,Bellet,sec,blanc,3.0,10.0,8.0,11.0,,
441,Provence,Bellet,Bellet,AOC,Bellet,sec,rosé,1.0,3.0,10.0,12.0,,
442,Provence,Cassis,Cassis,AOC,Cassis,sec,rouge,2.0,7.0,14.0,16.0,,
443,Provence,Cassis,Cassis,AOC,Cassis,sec,blanc,4.0,10.0,10.0,12.0,,
444,Provence,Cassis,Cassis,AOC,Cassis,sec,rosé,2.0,4.0,10.0,11.0,,
445,Provence,Coteaux-d'aix-en-provence,Coteaux-d'aix-en-provence,AOC,Coteaux-d'aix-en-provence,sec,rouge,3.0,15.0,14.0,16.0,,
446,Provence,Coteaux-d'aix-en-provence,Coteaux-d'aix-en-provence,AOC,Coteaux-d'aix-en-provence,sec,blanc,2.0,8.0,8.0,10.0,,
447,Provence,Coteaux-d'aix-en-provence,Coteaux-d'aix-en-provence,AOC,Coteaux-d'aix-en-provence,sec,rosé,1.0,4.0,9.0,11.0,,
448,Provence,Coteaux-varois-en-provence,Coteaux-varois-en-provence,AOC,Coteaux-varois-en-provence,sec,rouge,3.0,15.0,14.0,16.0,,
449,Provence,Coteaux-varois-en-provence,Coteaux-varois-en-provence,AOC,Coteaux-varois-en-provence,sec,blanc,2.0,8.0,8.0,10.0,,
450,Provence,Coteaux-varois-en-provence,Coteaux-varois-en-provence,AOC,Coteaux-varois-en-provence,sec,rosé,1.0,4.0,9.0,11.0,,
451,Provence,Côtes-de-provence,Côtes-de-provence,AOC,Côtes-de-provence,sec,rouge,3.0,15.0,14.0,16.0,,
452,Provence,Côtes-de-provence,Côtes-de-provence,AOC,Côtes-de-provence,sec,blanc,2.0,8.0,8.0,10.0,,
453,Provence,Côtes-de-provence,Côtes-de-provence,AOC,Côtes-de-provence,sec,rosé,1.0,4.0,9.0,11.0,,
454,Provence,Palette,Palette,AOC,Palette,sec,rouge,4.0,16.0,15.0,17.0,,
455,Provence,Palette,Palette,AOC,Palette,sec,blanc,4.0,12.0,10.0,12.0,,
456,Provence,Palette,Palette,AOC,Palette,sec,rosé,2.0,6.0,10.0,13.0,,
457,Provence,Provence,Vins de pays/IGP Alpes-de-Haute-Provence,IGP,Vins de pays/IGP Alpes-de-Haute-Provence,sec,rouge,2.0,10.0,16.0,16.0,,
458,Provence,Provence,Vins de pays/IGP Alpes-de-Haute-Provence,IGP,Vins de pays/IGP Alpes-de-Haute-Provence,sec,blanc,1.0,2.0,8.0,10.0,,
459,Provence,Provence,Vins de pays/IGP Alpes-de-Haute-Provence,IGP,Vins de pays/IGP Alpes-de-Haute-Provence,sec,rosé,1.0,3.0,9.0,11.0,,
460,Provence,Provence,Vins de pays/IGP Alpes-Maritimes,IGP,Vins de pays/IGP Alpes-Maritimes,sec,rouge,2.0,8.0,14.0,16.0,,
461,Provence,Provence,Vins de pays/IGP Alpes-Maritimes,IGP,Vins de pays/IGP Alpes-Maritimes,sec,blanc,1.0,4.0,8.0,10.0,,
462,Provence,Provence,Vins de pays/IGP Alpes-Maritimes,IGP,Vins de pays/IGP Alpes-Maritimes,sec,rosé,1.0,3.0,8.0,10.0,,
463,Provence,Provence,Vins de pays/IGP Alpilles,IGP,Vins de pays/IGP Alpilles,sec,rouge,2.0,6.0,14.0,16.0,,
464,Provence,Provence,Vins de pays/IGP Alpilles,IGP,Vins de pays/IGP Alpilles,sec,blanc,1.0,4.0,8.0,10.0,,
465,Provence,Provence,Vins de pays/IGP Alpilles,IGP,Vins de pays/IGP Alpilles,sec,rosé,1.0,2.0,8.0,10.0,,
466,Provence,Provence,Vins de pays/IGP Maures,IGP,Vins de pays/IGP Maures,sec,rouge,2.0,4.0,16.0,16.0,,
467,Provence,Provence,Vins de pays/IGP Maures,IGP,Vins de pays/IGP Maures,sec,blanc,1.0,4.0,8.0,10.0,,
468,Provence,Provence,Vins de pays/IGP Maures,IGP,Vins de pays/IGP Maures,sec,rosé,1.0,3.0,8.0,10.0,,
469,Provence,Provence,Vins de pays/IGP Mont-Caume,IGP,Vins de pays/IGP Mont-Caume,sec,rouge,2.0,5.0,16.0,16.0,,
470,Provence,Provence,Vins de pays/IGP Mont-Caume,IGP,Vins de pays/IGP Mont-Caume,sec,blanc,1.0,4.0,8.0,10.0,,
471,Provence,Provence,Vins de pays/IGP Mont-Caume,IGP,Vins de pays/IGP Mont-Caume,sec,rosé,1.0,3.0,8.0,10.0,,
472,Provence,Provence,Vins de pays/IGP Var,IGP,Vins de pays/IGP Var,sec,rouge,2.0,6.0,16.0,16.0,,
473,Provence,Provence,Vins de pays/IGP Var,IGP,Vins de pays/IGP Var,sec,blanc,1.0,3.0,8.0,10.0,,
474,Provence,Provence,Vins de pays/IGP Var,IGP,Vins de pays/IGP Var,sec,rosé,1.0,4.0,10.0,12.0,,
475,Provence,Provence,Vins de pays/IGPCoteaux du Verdon,IGP,Vins de pays/IGPCoteaux du Verdon,sec,rouge,2.0,6.0,16.0,16.0,,
476,Provence,Provence,Vins de pays/IGPCoteaux du Verdon,IGP,Vins de pays/IGPCoteaux du Verdon,sec,blanc,1.0,3.0,8.0,10.0,,
477,Provence,Provence,Vins de pays/IGPCoteaux du Verdon,IGP,Vins de pays/IGPCoteaux du Verdon,sec,rosé,1.0,4.0,10.0,12.0,,
478,Provence,Provence,Vins de pays/IGPHautes-Alpes,IGP,Vins de pays/IGPHautes-Alpes,sec,rouge,2.0,5.0,16.0,16.0,,
479,Provence,Provence,Vins de pays/IGPHautes-Alpes,IGP,Vins de pays/IGPHautes-Alpes,sec,blanc,1.0,5.0,8.0,10.0,,
480,Provence,Provence,Vins de pays/IGPHautes-Alpes,IGP,Vins de pays/IGPHautes-Alpes,sec,rosé,1.0,3.0,8.0,10.0,,
481,Provence,Provence,Vins de pays/IGPHautes-Alpes,IGP,Vins de pays/IGPHautes-Alpes,effervescent,blanc,1.0,3.0,6.0,8.0,,
482,Provence-Corse,Provence-Corse,Vins de pays/IGP Île de Beauté,IGP,Vins de pays/IGP Île de Beauté,sec,rouge,2.0,4.0,14.0,15.0,,
483,Provence-Corse,Provence-Corse,Vins de pays/IGP Île de Beauté,IGP,Vins de pays/IGP Île de Beauté,sec,blanc,1.0,3.0,8.0,10.0,,
484,Provence-Corse,Provence-Corse,Vins de pays/IGP Île de Beauté,IGP,Vins de pays/IGP Île de Beauté,sec,rosé,1.0,2.0,8.0,9.0,,
485,Roussillon,Banyuls,Banyuls,AOC,Banyuls,doux,rouge,5.0,25.0,10.0,12.0,,
486,Roussillon,Banyuls,Banyuls,AOC,Banyuls,doux,blanc,6.0,12.0,10.0,13.0,,
487,Roussillon,Banyuls,Banyuls,AOC,Banyuls,doux,rosé,5.0,10.0,10.0,13.0,,
488,Roussillon,Banyuls,Banyuls,AOC,Banyuls rancio,doux,rouge,5.0,50.0,12.0,14.0,,
489,Roussillon,Banyuls,Banyuls,AOC,Banyuls ambré,doux,blanc,6.0,15.0,10.0,13.0,,
490,Roussillon,Banyuls grand cru,Banyuls grand cru,AOC,Banyuls grand cru,doux,rouge,5.0,30.0,10.0,12.0,,
491,Roussillon,Banyuls grand cru,Banyuls grand cru rancio,AOC,Banyuls grand cru,doux,Rouge,5.0,50.0,12.0,14.0,,
492,Roussillon,Collioure,Collioure,AOC,Collioure,sec,rouge,5.0,15.0,16.0,18.0,,
493,Roussillon,Collioure,Collioure,AOC,Collioure,sec,blanc,4.0,12.0,8.0,11.0,,
494,Roussillon,Collioure,Collioure,AOC,Collioure,sec,rosé,2.0,8.0,8.0,10.0,,
495,Roussillon,Côtes-du-roussillon,Côtes-du-roussillon,AOC,Côtes-du-roussillon,sec,rouge,3.0,10.0,16.0,18.0,,
496,Roussillon,Côtes-du-roussillon,Côtes-du-roussillon,AOC,Côtes-du-roussillon,sec,blanc,2.0,8.0,8.0,10.0,,
497,Roussillon,Côtes-du-roussillon,Côtes-du-roussillon,AOC,Côtes-du-roussillon,sec,rosé,1.0,3.0,10.0,12.0,,
498,Roussillon,Côtes-du-roussillon-villages,Côtes-du-roussillon-villages,AOC,Côtes-du-roussillon-villages,sec,rouge,2.0,10.0,16.0,18.0,,
499,Roussillon,Maury,Maury,AOC,Maury,doux,rouge,5.0,25.0,10.0,12.0,,
500,Roussillon,Maury,Maury,AOC,Maury,doux,blanc,5.0,15.0,10.0,13.0,,
501,Roussillon,Maury,Maury,AOC,Maury rancio,doux,blanc,5.0,50.0,12.0,14.0,,
502,Roussillon,Maury sec,Maury sec,AOC,Maury sec,sec,rouge,5.0,15.0,16.0,18.0,,
503,Roussillon,Muscat-de-rivesaltes,Muscat-de-rivesaltes,AOC,Muscat-de-rivesaltes,doux,blanc,6.0,20.0,10.0,13.0,,
504,Roussillon,Rivesaltes,Rivesaltes,AOC,Rivesaltes tuilé,doux,blanc,5.0,15.0,14.0,16.0,,
505,Roussillon,Rivesaltes,Rivesaltes,AOC,Rivesaltes rancio,doux,blanc,5.0,35.0,12.0,14.0,,
506,Roussillon,Rivesaltes,Rivesaltes,AOC,Rivesaltes,doux,rouge,5.0,15.0,11.0,13.0,,
507,Roussillon,Roussillon,Vins de pays/IGP Côte Vermeille,IGP,Vins de pays/IGP Côte Vermeille,sec,rouge,1.0,4.0,16.0,16.0,,
508,Roussillon,Roussillon,Vins de pays/IGP Côte Vermeille,IGP,Vins de pays/IGP Côte Vermeille,sec,blanc,1.0,3.0,10.0,11.0,,
509,Roussillon,Roussillon,Vins de pays/IGP Côte Vermeille,IGP,Vins de pays/IGP Côte Vermeille,sec,rosé,1.0,2.0,7.0,9.0,,
510,Roussillon,Roussillon,Vins de pays/IGP Côtes catalanes,IGP,Vins de pays/IGP Côtes catalanes,sec,rouge,3.0,10.0,16.0,16.0,,
511,Roussillon,Roussillon,Vins de pays/IGP Côtes catalanes,IGP,Vins de pays/IGP Côtes catalanes,sec,blanc,1.0,4.0,8.0,10.0,,
512,Roussillon,Roussillon,Vins de pays/IGP Côtes catalanes,IGP,Vins de pays/IGP Côtes catalanes,sec,rosé,1.0,2.0,7.0,9.0,,
513,Savoie Bugey,Bugey,Bugey,AOC,Bugey,sec,blanc,1.0,2.0,10.0,,,
514,Savoie Bugey,Bugey,Bugey,AOC,Bugey,sec,rouge,3.0,10.0,14.0,16.0,,
515,Savoie Bugey,Bugey,Bugey,AOC,Bugey,sec,rosé,1.0,2.0,10.0,12.0,,
516,Savoie Bugey,Bugey,Bugey,AOC,Bugey,effervescent,blanc,1.0,5.0,6.0,6.0,,
517,Savoie Bugey,Bugey,Bugey,AOC,Bugey Cerdon,effervescent,rosé,1.0,3.0,8.0,10.0,,
518,Savoie Bugey,Bugey,Roussette du Bugey,AOC,Roussette du Bugey,sec,blanc,1.0,4.0,10.0,12.0,,
519,Savoie Bugey,Savoie,Roussette de Savoie,AOC,Roussette de Savoie,sec,blanc,1.0,3.0,11.0,11.0,,
520,Savoie Bugey,Savoie,Roussette de Savoie,AOC,Roussette de Savoie marestel,sec,blanc,2.0,5.0,12.0,12.0,,
521,Savoie Bugey,Savoie,Seyssel,AOC,Seyssel,sec,blanc,1.0,3.0,12.0,12.0,,
522,Savoie Bugey,Savoie,Vin de Savoie,AOC,Vin de Savoie,sec,rouge,1.0,6.0,14.0,16.0,,
523,Savoie Bugey,Savoie,Vin de Savoie,AOC,Vin de Savoie,sec,blanc,1.0,6.0,11.0,11.0,,
524,Savoie Bugey,Savoie,Vin de Savoie,AOC,Vin de Savoie,effervescent,blanc,1.0,3.0,6.0,8.0,,
525,Savoie Bugey,Savoie Bugey,Vins de Pays IGP vins des Allobroges,IGP,Vins de Pays IGP vins des Allobroges,sec,rouge,3.0,6.0,16.0,16.0,,
526,Savoie Bugey,Savoie Bugey,Vins de Pays IGP vins des Allobroges,IGP,Vins de Pays IGP vins des Allobroges,sec,blanc,4.0,10.0,8.0,10.0,,
527,Savoie Bugey,Savoie Bugey,Vins de pays/IGP Coteaux de l'Ain,IGP,Vins de pays/IGP Coteaux de l'Ain,sec,rouge,3.0,10.0,14.0,16.0,,
528,Savoie Bugey,Savoie Bugey,Vins de pays/IGP Coteaux de l'Ain,IGP,Vins de pays/IGP Coteaux de l'Ain,sec,blanc,3.0,6.0,10.0,12.0,,
529,Savoie Bugey,Savoie Bugey,Vins de pays/IGP Isère,IGP,Vins de pays/IGP Isère,sec,rouge,3.0,8.0,16.0,16.0,,
530,Savoie Bugey,Savoie Bugey,Vins de pays/IGP Isère,IGP,Vins de pays/IGP Isère,sec,blanc,2.0,6.0,8.0,12.0,,
531,Savoie Bugey,Savoie Bugey,Vins de pays/IGP Isère,IGP,Vins de pays/IGP Isère,sec,rosé,1.0,2.0,8.0,10.0,,
532,Sud,Sud,Duché d'Uzès,IGP,Duché d'Uzès,sec,rouge,2.0,5.0,16.0,16.0,,
533,Sud,Sud,Duché d'Uzès,IGP,Duché d'Uzès,sec,blanc,1.0,4.0,10.0,12.0,,
534,Sud,Sud,Duché d'Uzès,IGP,Duché d'Uzès,sec,rosé,1.0,2.0,8.0,10.0,,
535,Sud,Sud,Vins de pays/IGP Bouches-du-Rhône,IGP,Vins de pays/IGP Bouches-du-Rhône,sec,rouge,3.0,12.0,16.0,16.0,,
536,Sud,Sud,Vins de pays/IGP Bouches-du-Rhône,IGP,Vins de pays/IGP Bouches-du-Rhône,sec,blanc,2.0,8.0,11.0,13.0,,
537,Sud,Sud,Vins de pays/IGP Bouches-du-Rhône,IGP,Vins de pays/IGP Bouches-du-Rhône,sec,rosé,1.0,3.0,9.0,11.0,,
538,Sud,Sud,Vins de pays/IGP Cévennes,IGP,Vins de pays/IGP Cévennes,sec,rouge,2.0,8.0,16.0,16.0,,
539,Sud,Sud,Vins de pays/IGP Cévennes,IGP,Vins de pays/IGP Cévennes,sec,blanc,1.0,4.0,9.0,11.0,,
540,Sud,Sud,Vins de pays/IGP Cévennes,IGP,Vins de pays/IGP Cévennes,sec,rosé,1.0,2.0,8.0,10.0,,
541,Sud,Sud,Vins de pays/IGP Coteaux du Pont du Gard,IGP,Vins de pays/IGP Coteaux du Pont du Gard,sec,rouge,2.0,6.0,16.0,16.0,,
542,Sud,Sud,Vins de pays/IGP Coteaux du Pont du Gard,IGP,Vins de pays/IGP Coteaux du Pont du Gard,sec,blanc,1.0,3.0,11.0,13.0,,
543,Sud,Sud,Vins de pays/IGP Coteaux du Pont du Gard,IGP,Vins de pays/IGP Coteaux du Pont du Gard,sec,rosé,1.0,2.0,9.0,11.0,,
544,Sud,Sud,Vins de pays/IGP Gard,IGP,Vins de pays/IGP Gard,sec,rouge,3.0,8.0,16.0,16.0,,
545,Sud,Sud,Vins de pays/IGP Gard,IGP,Vins de pays/IGP Gard,sec,blanc,2.0,5.0,12.0,14.0,,
546,Sud,Sud,Vins de pays/IGP Gard,IGP,Vins de pays/IGP Gard,sec,rosé,1.0,2.0,8.0,10.0,,
547,Sud,Sud,Vins de pays/IGP Méditerranée,IGP,Vins de pays/IGP Méditerranée,sec,rouge,2.0,5.0,16.0,16.0,,
548,Sud,Sud,Vins de pays/IGP Méditerranée,IGP,Vins de pays/IGP Méditerranée,sec,blanc,1.0,3.0,10.0,12.0,,
549,Sud,Sud,Vins de pays/IGP Méditerranée,IGP,Vins de pays/IGP Méditerranée,sec,rosé,1.0,2.0,8.0,10.0,,
550,Sud-Ouest,Armagnac,Floc de Gascogne,AOC,Floc de Gascogne,doux,rosé,2.0,12.0,6.0,9.0,,
551,Sud-Ouest,Armagnac,Floc de Gascogne,AOC,Floc de Gascogne,doux,blanc,2.0,12.0,6.0,9.0,,
552,Sud-Ouest,Armagnac,Vins de pays/IGP Landes,IGP,Vins de pays/IGP Landes,sec,rouge,1.0,4.0,14.0,16.0,,
553,Sud-Ouest,Armagnac,Vins de pays/IGP Landes,IGP,Vins de pays/IGP Landes,sec,blanc,1.0,2.0,8.0,10.0,,
554,Sud-Ouest,Armagnac,Vins de pays/IGP Landes,IGP,Vins de pays/IGP Landes,sec,rosé,1.0,2.0,8.0,10.0,,
555,Sud-Ouest,Béarn,Béarn,AOC,Béarn,sec,rouge,2.0,8.0,14.0,16.0,,
556,Sud-Ouest,Béarn,Béarn,AOC,Béarn,sec,blanc,2.0,6.0,7.0,10.0,,
557,Sud-Ouest,Béarn,Béarn,AOC,Béarn,sec,rosé,1.0,4.0,8.0,10.0,,
558,Sud-Ouest,Bergerac,Bergerac,AOC,Bergerac,sec,rouge,3.0,12.0,15.0,16.0,,
559,Sud-Ouest,Bergerac,Bergerac,AOC,Bergerac,sec,blanc,2.0,8.0,10.0,11.0,,
560,Sud-Ouest,Bergerac,Bergerac,AOC,Bergerac,sec,rosé,1.0,4.0,11.0,13.0,,
561,Sud-Ouest,Brulhois,Brulhois,AOC,Brulhois,sec,rouge,4.0,12.0,16.0,18.0,,
562,Sud-Ouest,Brulhois,Brulhois,AOC,Brulhois,sec,rosé,1.0,3.0,10.0,11.0,,
563,Sud-Ouest,Buzet,Buzet,AOC,Buzet,sec,rouge,3.0,12.0,14.0,16.0,,
564,Sud-Ouest,Buzet,Buzet,AOC,Buzet,sec,blanc,1.0,4.0,8.0,10.0,,
565,Sud-Ouest,Buzet,Buzet,AOC,Buzet,sec,rosé,1.0,3.0,9.0,11.0,,
566,Sud-Ouest,Cahors,Cahors,AOC,Cahors,sec,rouge,5.0,15.0,16.0,18.0,,
567,Sud-Ouest,Coteaux-du-quercy,Coteaux-du-quercy,AOC,Coteaux-du-quercy,sec,rouge,5.0,15.0,16.0,18.0,,
568,Sud-Ouest,Côtes-de-bergerac,Côtes-de-bergerac,AOC,Côtes-de-bergerac,sec,rouge,4.0,10.0,16.0,18.0,,
569,Sud-Ouest,Côtes-de-bergerac,Côtes-de-bergerac,AOC,Côtes-de-bergerac,moelleux,blanc,5.0,20.0,10.0,12.0,,
570,Sud-Ouest,Côtes-de-duras,Côtes-de-duras,AOC,Côtes-de-duras,sec,rouge,3.0,12.0,14.0,16.0,,
571,Sud-Ouest,Côtes-de-duras,Côtes-de-duras,AOC,Côtes-de-duras,sec,blanc,1.0,4.0,7.0,9.0,,
572,Sud-Ouest,Côtes-de-duras,Côtes-de-duras,AOC,Côtes-de-duras,sec,rosé,1.0,3.0,8.0,10.0,,
573,Sud-Ouest,Côtes-de-duras,Côtes-de-duras,AOC,Côtes-de-duras,moelleux,blanc,2.0,15.0,10.0,13.0,,
574,Sud-Ouest,Côtes-de-millau,Côtes-de-millau,AOC,Côtes-de-millau,sec,rouge,5.0,15.0,16.0,18.0,,
575,Sud-Ouest,Côtes-de-millau,Côtes-de-millau,AOC,Côtes-de-millau,sec,blanc,1.0,4.0,8.0,10.0,,
576,Sud-Ouest,Côtes-de-millau,Côtes-de-millau,AOC,Côtes-de-millau,sec,rosé,1.0,2.0,8.0,10.0,,
577,Sud-Ouest,Côtes-de-montravel,Côtes-de-montravel,AOC,Côtes-de-montravel,doux,blanc,5.0,20.0,10.0,13.0,,
578,Sud-Ouest,Côtes-du-marmandais,Côtes-du-marmandais,AOC,Côtes-du-marmandais,sec,rouge,5.0,15.0,16.0,18.0,,
579,Sud-Ouest,Côtes-du-marmandais,Côtes-du-marmandais,AOC,Côtes-du-marmandais,sec,blanc,3.0,10.0,8.0,10.0,,
580,Sud-Ouest,Côtes-du-marmandais,Côtes-du-marmandais,AOC,Côtes-du-marmandais,sec,rosé,2.0,3.0,10.0,12.0,,
581,Sud-Ouest,Entraygues-le-fel,Entraygues-le-fel,AOC,Entraygues-le-fel,sec,rouge,3.0,8.0,16.0,,,
582,Sud-Ouest,Entraygues-le-fel,Entraygues-le-fel,AOC,Entraygues-le-fel,sec,blanc,2.0,4.0,10.0,12.0,,
583,Sud-Ouest,Entraygues-le-fel,Entraygues-le-fel,AOC,Entraygues-le-fel,sec,rosé,1.0,3.0,10.0,12.0,,
584,Sud-Ouest,Fronton,Fronton,AOC,Fronton,sec,rouge,4.0,15.0,16.0,,,
585,Sud-Ouest,Fronton,Fronton,AOC,Fronton,sec,rosé,1.0,3.0,8.0,10.0,,
586,Sud-Ouest,Gaillac,Gaillac,AOC,Gaillac,sec,rouge,3.0,8.0,15.0,17.0,,
587,Sud-Ouest,Gaillac,Gaillac,AOC,Gaillac,sec,rosé,1.0,4.0,8.0,10.0,,
588,Sud-Ouest,Gaillac,Gaillac,AOC,Gaillac,sec,blanc,2.0,6.0,8.0,10.0,,
589,Sud-Ouest,Gaillac,Gaillac,AOC,Gaillac,effervescent,blanc,1.0,3.0,6.0,8.0,,
590,Sud-Ouest,Gaillac,Gaillac,AOC,Gaillac,doux,blanc,5.0,25.0,10.0,12.0,,
591,Sud-Ouest,Gaillac,Gaillac,AOC,Gaillac vendanges tardives,doux,blanc,7.0,30.0,11.0,14.0,,
592,Sud-Ouest,Haut-montravel,Haut-montravel,AOC,Haut-montravel,moelleux,blanc,5.0,20.0,8.0,10.0,,
593,Sud-Ouest,Irouléguy,Irouléguy,AOC,Irouléguy,sec,rouge,3.0,15.0,16.0,,,
594,Sud-Ouest,Irouléguy,Irouléguy,AOC,Irouléguy,sec,blanc,2.0,8.0,10.0,12.0,,
595,Sud-Ouest,Irouléguy,Irouléguy,AOC,Irouléguy,sec,rosé,2.0,5.0,9.0,11.0,,
596,Sud-Ouest,Jurançon,Jurançon,AOC,Jurançon,sec,blanc,2.0,10.0,10.0,12.0,,
597,Sud-Ouest,Jurançon,Jurançon,AOC,Jurançon,doux,blanc,5.0,20.0,10.0,13.0,,
598,Sud-Ouest,Jurançon,Jurançon,AOC,Jurançon vendandes tardives,doux,blanc,5.0,20.0,10.0,12.0,,
599,Sud-Ouest,Madiran,Madiran,AOC,Madiran,sec,rouge,5.0,25.0,16.0,18.0,,
600,Sud-Ouest,Marcillac,Marcillac,AOC,Marcillac,sec,rouge,2.0,6.0,16.0,16.0,,
601,Sud-Ouest,Marcillac,Marcillac,AOC,Marcillac,sec,rosé,1.0,3.0,8.0,10.0,,
602,Sud-Ouest,Monbazillac,Monbazillac,AOC,Monbazillac,doux,blanc,5.0,25.0,9.0,11.0,,
603,Sud-Ouest,Montravel,Montravel,AOC,Montravel,sec,rouge,5.0,15.0,16.0,,,
604,Sud-Ouest,Montravel,Montravel,AOC,Montravel,sec,blanc,2.0,8.0,8.0,10.0,,
605,Sud-Ouest,Pacherenc-du-vic-bilh,Pacherenc-du-vic-bilh,AOC,Pacherenc-du-vic-bilh,sec,blanc,2.0,5.0,10.0,12.0,,
606,Sud-Ouest,Pacherenc-du-vic-bilh,Pacherenc-du-vic-bilh,AOC,Pacherenc-du-vic-bilh,moelleux,blanc,5.0,20.0,8.0,10.0,,
607,Sud-Ouest,Pécharmant,Pécharmant,AOC,Pécharmant,sec,rouge,4.0,15.0,16.0,16.0,,
608,Sud-Ouest,Rosette,Rosette,AOC,Rosette,moelleux,blanc,2.0,7.0,8.0,10.0,,
609,Sud-Ouest,Saint-mont,Saint-mont,AOC,Saint-mont,sec,rouge,2.0,6.0,14.0,16.0,,
610,Sud-Ouest,Saint-mont,Saint-mont,AOC,Saint-mont,sec,blanc,1.0,4.0,10.0,12.0,,
611,Sud-Ouest,Saint-mont,Saint-mont,AOC,Saint-mont,sec,rosé,1.0,3.0,9.0,11.0,,
612,Sud-Ouest,Saint-sardos,Saint-sardos,AOC,Saint-sardos,sec,rouge,3.0,10.0,15.0,16.0,,
