,Région,Sous-Région,Appellation,Label,Cru,Type,Couleur,Age min,Age max,T°C min,T°max,Type de verre,Commentaires
793,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Puy-de-Dôme,IGP,Vins de pays/IGP Puy-de-Dôme,sec,rosé,1.0,2.0,8.0,10.0,,
794,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Urfé,IGP,Vins de pays/IGP Urfé,sec,rouge,2.0,6.0,14.0,15.0,,
795,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Urfé,IGP,Vins de pays/IGP Urfé,sec,blanc,1.0,5.0,11.0,13.0,,
796,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Urfé,IGP,Vins de pays/IGP Urfé,sec,rosé,1.0,2.0,9.0,10.0,,
797,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Val de Loire,IGP,Vins de pays/IGP Val de Loire,sec,rouge,2.0,6.0,15.0,17.0,,
798,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Val de Loire,IGP,Vins de pays/IGP Val de Loire,sec,blanc,1.0,5.0,9.0,12.0,,
799,Vallée de la Loire et Centre,Vallée de la Loire et Centre,Vins de pays/IGP Val de Loire,IGP,Vins de pays/IGP Val de Loire,sec,rosé,1.0,3.0,9.0,11.0,,
800,Vallée de la Loire et Centre,Vouvray,Vouvray,AOC,Vouvray,sec,blanc,4.0,17.0,10.0,12.0,,
801,Vallée de la Loire et Centre,Vouvray,Vouvray,AOC,Vouvray,moelleux,blanc,5.0,45.0,10.0,12.0,,
802,Vallée de la Loire et Centre,Vouvray,Vouvray,AOC,Vouvray,effervescent,blanc,1.0,3.0,8.0,10.0,,
803,Vallée du Rhône,Beaumes-de-venise,Beaumes-de-venise,AOC,Beaumes-de-venise,sec,rouge,3.0,10.0,16.0,16.0,,
804,Vallée du Rhône,Cairanne,Cairanne,AOC,Cairanne,sec,rouge,3.0,10.0,15.0,17.0,,
805,Vallée du Rhône,Cairanne,Cairanne,AOC,Cairanne,sec,blanc,2.0,8.0,12.0,13.0,,
806,Vallée du Rhône,Cairanne,Cairanne,AOC,Cairanne,sec,rosé,1.0,4.0,10.0,11.0,,
807,Vallée du Rhône,Château-grillet,Château-grillet,AOC,Château-grillet,sec,blanc,3.0,15.0,10.0,12.0,,
808,Vallée du Rhône,Châteauneuf-du-pape,Châteauneuf-du-pape,AOC,Châteauneuf-du-pape,sec,rouge,5.0,25.0,15.0,17.0,,
809,Vallée du Rhône,Châteauneuf-du-pape,Châteauneuf-du-pape,AOC,Châteauneuf-du-pape,sec,blanc,3.0,15.0,12.0,14.0,,
810,Vallée du Rhône,Châtillon-en-diois,Châtillon-en-diois,AOC,Châtillon-en-diois,sec,rouge,3.0,8.0,15.0,17.0,,
811,Vallée du Rhône,Châtillon-en-diois,Châtillon-en-diois,AOC,Châtillon-en-diois,sec,blanc,1.0,4.0,12.0,14.0,,
812,Vallée du Rhône,Châtillon-en-diois,Châtillon-en-diois,AOC,Châtillon-en-diois,sec,rosé,1.0,3.0,9.0,11.0,,
813,Vallée du Rhône,Clairette-de-bellegarde,Clairette-de-bellegarde,AOC,Clairette-de-bellegarde,sec,blanc,1.0,2.0,10.0,11.0,,
814,Vallée du Rhône,Clairette-de-die,Clairette-de-die,AOC,Clairette-de-die,effervescent,blanc,1.0,2.0,7.0,9.0,,
815,Vallée du Rhône,Condrieu,Condrieu,AOC,Condrieu,sec,blanc,3.0,12.0,12.0,13.0,,
816,Vallée du Rhône,Condrieu,Condrieu,AOC,Condrieu,doux,blanc,5.0,50.0,11.0,13.0,,
817,Vallée du Rhône,Cornas,Cornas,AOC,Cornas,sec,rouge,5.0,20.0,16.0,16.0,,
818,Vallée du Rhône,Costières-de-nîmes,Costières-de-nîmes,AOC,Costières-de-nîmes,sec,rouge,2.0,6.0,16.0,16.0,,
819,Vallée du Rhône,Costières-de-nîmes,Costières-de-nîmes,AOC,Costières-de-nîmes,sec,blanc,1.0,4.0,8.0,10.0,,
820,Vallée du Rhône,Costières-de-nîmes,Costières-de-nîmes,AOC,Costières-de-nîmes,sec,rosé,1.0,2.0,10.0,12.0,,
821,Vallée du Rhône,Côte-rôtie,Côte-rôtie,AOC,Côte-rôtie,sec,rouge,5.0,20.0,15.0,17.0,,
822,Vallée du Rhône,Coteaux-de-die,Coteaux-de-die,AOC,Coteaux-de-die,sec,blanc,1.0,4.0,10.0,12.0,,
823,Vallée du Rhône,Côtes-du-rhône,Côtes-du-rhône,AOC,Côtes-du-rhône,sec,rouge,2.0,8.0,15.0,17.0,,
824,Vallée du Rhône,Côtes-du-rhône,Côtes-du-rhône,AOC,Côtes-du-rhône,sec,blanc,1.0,5.0,10.0,12.0,,
825,Vallée du Rhône,Côtes-du-rhône,Côtes-du-rhône,AOC,Côtes-du-rhône,sec,rosé,1.0,2.0,11.0,13.0,,
826,Vallée du Rhône,Côtes-du-rhône-villages,Côtes-du-rhône-villages,AOC,Côtes-du-rhône-villages,sec,rouge,1.0,10.0,16.0,,,
827,Vallée du Rhône,Côtes-du-rhône-villages,Côtes-du-rhône-villages,AOC,Côtes-du-rhône-villages,sec,blanc,1.0,6.0,11.0,,,
828,Vallée du Rhône,Côtes-du-rhône-villages,Côtes-du-rhône-villages,AOC,Côtes-du-rhône-villages,sec,rosé,1.0,4.0,10.0,,,
829,Vallée du Rhône,Côtes-du-vivarais,Côtes-du-vivarais,AOC,Côtes-du-vivarais,sec,rouge,3.0,8.0,16.0,16.0,,
830,Vallée du Rhône,Côtes-du-vivarais,Côtes-du-vivarais,AOC,Côtes-du-vivarais,sec,blanc,2.0,5.0,11.0,13.0,,
831,Vallée du Rhône,Côtes-du-vivarais,Côtes-du-vivarais,AOC,Côtes-du-vivarais,sec,rosé,1.0,4.0,10.0,11.0,,
832,Vallée du Rhône,Crémant-de-die,Crémant-de-die,AOC,Crémant-de-die,effervescent,blanc,1.0,3.0,7.0,9.0,,
833,Vallée du Rhône,Crozes-hermitage,Crozes-hermitage,AOC,Crozes-hermitage,sec,rouge,2.0,10.0,15.0,17.0,,
834,Vallée du Rhône,Crozes-hermitage,Crozes-hermitage,AOC,Crozes-hermitage,sec,blanc,1.0,6.0,10.0,12.0,,
835,Vallée du Rhône,Gigondas,Gigondas,AOC,Gigondas,sec,rouge,5.0,20.0,16.0,17.0,,
836,Vallée du Rhône,Gigondas,Gigondas,AOC,Gigondas,sec,rosé,1.0,5.0,11.0,13.0,,
837,Vallée du Rhône,Grignan-les-adhémar,Grignan-les-adhémar,AOC,Grignan-les-adhémar,sec,rouge,2.0,6.0,15.0,17.0,,
838,Vallée du Rhône,Grignan-les-adhémar,Grignan-les-adhémar,AOC,Grignan-les-adhémar,sec,blanc,2.0,4.0,10.0,12.0,,
839,Vallée du Rhône,Grignan-les-adhémar,Grignan-les-adhémar,AOC,Grignan-les-adhémar,sec,rosé,1.0,2.0,8.0,10.0,,
840,Vallée du Rhône,Hermitage,Hermitage,AOC,Hermitage,sec,rouge,7.0,40.0,16.0,16.0,,
841,Vallée du Rhône,Hermitage,Hermitage,AOC,Hermitage,sec,blanc,5.0,20.0,11.0,13.0,,
842,Vallée du Rhône,Hermitage,Hermitage,AOC,Hermitage,doux,blanc,5.0,50.0,10.0,13.0,,
843,Vallée du Rhône,Lirac,Lirac,AOC,Lirac,sec,rouge,3.0,10.0,15.0,17.0,,
844,Vallée du Rhône,Lirac,Lirac,AOC,Lirac,sec,rosé,2.0,4.0,10.0,12.0,,
845,Vallée du Rhône,Lirac,Lirac,AOC,Lirac,sec,blanc,1.0,5.0,10.0,11.0,,
846,Vallée du Rhône,Luberon,Luberon,AOC,Luberon,sec,rouge,2.0,8.0,15.0,17.0,,
847,Vallée du Rhône,Luberon,Luberon,AOC,Luberon,sec,rosé,1.0,3.0,10.0,12.0,,
848,Vallée du Rhône,Luberon,Luberon,AOC,Luberon,sec,blanc,2.0,5.0,10.0,11.0,,
849,Vallée du Rhône,Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,AOC,Muscat-de-beaumes-de-venise,doux,rouge,3.0,15.0,8.0,10.0,,
850,Vallée du Rhône,Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,AOC,Muscat-de-beaumes-de-venise,doux,blanc,2.0,15.0,6.0,8.0,,
851,Vallée du Rhône,Muscat-de-beaumes-de-venise,Muscat-de-beaumes-de-venise,AOC,Muscat-de-beaumes-de-venise,doux,rosé,2.0,10.0,8.0,10.0,,
852,Vallée du Rhône,Pierrevert,Pierrevert,AOC,Pierrevert,,,,,,,,
853,Vallée du Rhône,Rasteau,Rasteau,AOC,Rasteau,doux,rouge,5.0,25.0,14.0,16.0,,
854,Vallée du Rhône,Rasteau,Rasteau,AOC,Rasteau,doux,blanc,5.0,20.0,10.0,12.0,,
855,Vallée du Rhône,Rasteau,Rasteau,AOC,Rasteau rancio,doux,blanc,5.0,50.0,12.0,14.0,,
856,Vallée du Rhône,Rasteau sec,Rasteau sec,AOC,Rasteau sec,sec,rouge,5.0,15.0,14.0,16.0,,
857,Vallée du Rhône,Saint-joseph,Saint-joseph,AOC,Saint-joseph,sec,blanc,2.0,10.0,11.0,13.0,,
858,Vallée du Rhône,Saint-joseph,Saint-joseph,AOC,Saint-joseph,sec,rouge,3.0,20.0,15.0,17.0,,
859,Vallée du Rhône,Saint-péray,Saint-péray,AOC,Saint-péray,sec,blanc,3.0,10.0,10.0,11.0,,
860,Vallée du Rhône,Saint-péray,Saint-péray,AOC,Saint-péray,effervescent,blanc,1.0,3.0,7.0,9.0,,
861,Vallée du Rhône,Tavel,Tavel,AOC,Tavel,sec,rosé,1.0,5.0,10.0,12.0,,
862,Vallée du Rhône,Vacqueyras,Vacqueyras,AOC,Vacqueyras,sec,rouge,3.0,15.0,15.0,17.0,,
863,Vallée du Rhône,Vacqueyras,Vacqueyras,AOC,Vacqueyras,sec,blanc,2.0,6.0,10.0,12.0,,
864,Vallée du Rhône,Vacqueyras,Vacqueyras,AOC,Vacqueyras,sec,rosé,1.0,4.0,12.0,14.0,,
865,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Ardèche,IGP,Vins de pays/IGP Ardèche,sec,rouge,2.0,4.0,16.0,16.0,,
866,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Ardèche,IGP,Vins de pays/IGP Ardèche,sec,blanc,1.0,4.0,8.0,10.0,,
867,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Ardèche,IGP,Vins de pays/IGP Ardèche,sec,rosé,1.0,2.0,8.0,10.0,,
868,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Collines rhodaniennes,IGP,Vins de pays/IGP Collines rhodaniennes,sec,rouge,2.0,8.0,16.0,16.0,,
869,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Collines rhodaniennes,IGP,Vins de pays/IGP Collines rhodaniennes,sec,blanc,1.0,5.0,10.0,12.0,,
870,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Collines rhodaniennes,IGP,Vins de pays/IGP Collines rhodaniennes,sec,rosé,1.0,2.0,8.0,10.0,,
871,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Comté de Grignan,IGP,Vins de pays/IGP Comté de Grignan,sec,rouge,2.0,6.0,16.0,16.0,,
872,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Comté de Grignan,IGP,Vins de pays/IGP Comté de Grignan,sec,blanc,1.0,5.0,10.0,12.0,,
873,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Comté de Grignan,IGP,Vins de pays/IGP Comté de Grignan,sec,rosé,1.0,2.0,8.0,10.0,,
874,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Coteaux des Baronnies,IGP,Vins de pays/IGP Coteaux des Baronnies,sec,rouge,2.0,5.0,14.0,16.0,,
875,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Coteaux des Baronnies,IGP,Vins de pays/IGP Coteaux des Baronnies,sec,blanc,1.0,2.0,11.0,13.0,,
876,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Coteaux des Baronnies,IGP,Vins de pays/IGP Coteaux des Baronnies,sec,rosé,1.0,2.0,8.0,10.0,,
877,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Drôme,IGP,Vins de pays/IGP Drôme,sec,rouge,1.0,5.0,16.0,16.0,,
878,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Drôme,IGP,Vins de pays/IGP Drôme,sec,blanc,1.0,2.0,8.0,10.0,,
879,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Drôme,IGP,Vins de pays/IGP Drôme,sec,rosé,1.0,4.0,12.0,14.0,,
880,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Vaucluse,IGP,Vins de pays/IGP Vaucluse,sec,rouge,2.0,6.0,16.0,16.0,,
881,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Vaucluse,IGP,Vins de pays/IGP Vaucluse,sec,blanc,1.0,4.0,10.0,12.0,,
882,Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Vaucluse,IGP,Vins de pays/IGP Vaucluse,sec,rosé,1.0,3.0,10.0,12.0,,
883,Vallée du Rhône,Ventoux,Ventoux,AOC,Ventoux,sec,rouge,2.0,5.0,14.0,16.0,,
884,Vallée du Rhône,Ventoux,Ventoux,AOC,Ventoux,sec,blanc,1.0,4.0,10.0,12.0,,
885,Vallée du Rhône,Ventoux,Ventoux,AOC,Ventoux,sec,rosé,1.0,2.0,10.0,11.0,,
886,Vallée du Rhône,Vinsobres,Vinsobres,AOC,Vinsobres,sec,rouge,3.0,8.0,16.0,16.0,,
887,Vins de Pays,,Rancio sec,IGP,Rancio sec,sec,blanc,1.0,20.0,13.0,15.0,,
888,Vins de Pays,,Vins de pays/IGP Argens,IGP,Vins de pays/IGP Argens,,,,,,,,
889,Vins de Pays,,Vins de pays/IGP Balmes dauphinoises,IGP,Vins de pays/IGP Balmes dauphinoises,,,,,,,,
890,Vins de Pays,,Vins de pays/IGP Bénovie,IGP,Vins de pays/IGP Bénovie,,,,,,,,
891,Vins de Pays,,Vins de pays/IGP Bessan,IGP,Vins de pays/IGP Bessan,,,,,,,,
892,Vins de Pays,,Vins de pays/IGP Cassan,IGP,Vins de pays/IGP Cassan,,,,,,,,
893,Vins de Pays,,Vins de pays/IGP Catalan,IGP,Vins de pays/IGP Catalan,,,,,,,,
894,Vins de Pays,,Vins de pays/IGP Caux,IGP,Vins de pays/IGP Caux,,,,,,,,
895,Vins de Pays,,Vins de pays/IGP Cessenon,IGP,Vins de pays/IGP Cessenon,,,,,,,,
896,Vins de Pays,,Vins de pays/IGP Collines de la Moure,IGP,Vins de pays/IGP Collines de la Moure,,,,,,,,
897,Vins de Pays,,Vins de pays/IGP Coteaux de Bessilles,IGP,Vins de pays/IGP Coteaux de Bessilles,,,,,,,,
898,Vins de Pays,,Vins de pays/IGP Coteaux de l'Ardèche,IGP,Vins de pays/IGP Coteaux de l'Ardèche,,,,,,,,
899,Vins de Pays,,Vins de pays/IGP Coteaux de Laurens,IGP,Vins de pays/IGP Coteaux de Laurens,,,,,,,,
900,Vins de Pays,,Vins de pays/IGP Coteaux de Montélimar,IGP,Vins de pays/IGP Coteaux de Montélimar,,,,,,,,
901,Vins de Pays,,Vins de pays/IGP Coteaux de Murviel,IGP,Vins de pays/IGP Coteaux de Murviel,,,,,,,,
902,Vins de Pays,,Vins de pays/IGP Coteaux des Fenouillèdes,IGP,Vins de pays/IGP Coteaux des Fenouillèdes,,,,,,,,
903,Vins de Pays,,Vins de pays/IGP Coteaux du Grésivaudan,IGP,Vins de pays/IGP Coteaux du Grésivaudan,,,,,,,,
904,Vins de Pays,,Vins de pays/IGP Coteaux du littoral audois,IGP,Vins de pays/IGP Coteaux du littoral audois,,,,,,,,
905,Vins de Pays,,Vins de pays/IGP Coteaux du Salagou,IGP,Vins de pays/IGP Coteaux du Salagou,,,,,,,,
906,Vins de Pays,,Vins de pays/IGP Coteaux du Salavès,IGP,Vins de pays/IGP Coteaux du Salavès,,,,,,,,
907,Vins de Pays,,Vins de pays/IGP Coteaux et terrasses de Montauban,IGP,Vins de pays/IGP Coteaux et terrasses de Montauban,,,,,,,,
908,Vins de Pays,,Vins de pays/IGP Côtes de Pérignan,IGP,Vins de pays/IGP Côtes de Pérignan,,,,,,,,
909,Vins de Pays,,Vins de pays/IGP Côtes du Ceressou,IGP,Vins de pays/IGP Côtes du Ceressou,,,,,,,,
910,Vins de Pays,,Vins de pays/IGP Côtes du Condomois,IGP,Vins de pays/IGP Côtes du Condomois,,,,,,,,
911,Vins de Pays,,Vins de pays/IGP Deux Sèvres,IGP,Vins de pays/IGP Deux Sèvres,,,,,,,,
912,Vins de Pays,,Vins de pays/IGP Dordogne,IGP,Vins de pays/IGP Dordogne,,,,,,,,
913,Vins de Pays,,Vins de pays/IGP Grand-roussillon,IGP,Vins de pays/IGP Grand-roussillon,,,,,,,,
914,Vins de Pays,,Vins de pays/IGP Hauterive,IGP,Vins de pays/IGP Hauterive,,,,,,,,
915,Vins de Pays,,Vins de pays/IGP Hautes Vallées de l'Aude,IGP,Vins de pays/IGP Hautes Vallées de l'Aude,,,,,,,,
916,Vins de Pays,,Vins de pays/IGP Hauts de Badens,IGP,Vins de pays/IGP Hauts de Badens,,,,,,,,
917,Vins de Pays,,Vins de pays/IGP Lastours,IGP,Vins de pays/IGP Lastours,,,,,,,,
918,Vins de Pays,,Vins de pays/IGP Loire-Atlantique,IGP,Vins de pays/IGP Loire-Atlantique,,,,,,,,
919,Vins de Pays,,Vins de pays/IGP Lot-et-Garonne,IGP,Vins de pays/IGP Lot-et-Garonne,,,,,,,,
920,Vins de Pays,,Vins de pays/IGP Meuse,IGP,Vins de pays/IGP Meuse,,,,,,,,
921,Vins de Pays,,Vins de pays/IGP Mont Baudile,IGP,Vins de pays/IGP Mont Baudile,,,,,,,,
922,Vins de Pays,,Vins de pays/IGP Monts de la Grage,IGP,Vins de pays/IGP Monts de la Grage,,,,,,,,
923,Vins de Pays,,Vins de pays/IGP Nièvre,IGP,Vins de pays/IGP Nièvre,,,,,,,,
924,Vins de Pays,,Vins de pays/IGP Petite Crau,IGP,Vins de pays/IGP Petite Crau,,,,,,,,
925,Vins de Pays,,Vins de pays/IGP Principauté d'Orange,IGP,Vins de pays/IGP Principauté d'Orange,,,,,,,,
926,Vins de Pays,,Vins de pays/IGP Pyrénées-Atlantiques,IGP,Vins de pays/IGP Pyrénées-Atlantiques,,,,,,,,
927,Vins de Pays,,Vins de pays/IGP Pyrénées-Orientales,IGP,Vins de pays/IGP Pyrénées-Orientales,,,,,,,,
928,Vins de Pays,,Vins de pays/IGP Sables du Golfe du Lion,IGP,Vins de pays/IGP Sables du Golfe du Lion,,,,,,,,
929,Vins de Pays,,Vins de pays/IGP Saint-Sardos,IGP,Vins de pays/IGP Saint-Sardos,,,,,,,,
930,Vins de Pays,,Vins de pays/IGP Sainte-Baume,IGP,Vins de pays/IGP Sainte-Baume,,,,,,,,
931,Vins de Pays,,Vins de pays/IGP Tarn et Garonne,IGP,Vins de pays/IGP Tarn et Garonne,,,,,,,,
932,Vins de Pays,,Vins de pays/IGP Terroirs landais,IGP,Vins de pays/IGP Terroirs landais,,,,,,,,
933,Vins de Pays,,Vins de pays/IGP Val de Cesse,IGP,Vins de pays/IGP Val de Cesse,,,,,,,,
934,Vins de Pays,,Vins de pays/IGP Val de Montferrand,IGP,Vins de pays/IGP Val de Montferrand,,,,,,,,
935,Vins de Pays,,Vins de pays/IGP Vallée de l'Orb,IGP,Vins de pays/IGP Vallée de l'Orb,,,,,,,,
936,Vins de Pays,,Vins de pays/IGP Vendée,IGP,Vins de pays/IGP Vendée,,,,,,,,
937,Vins de Pays,,Vins de pays/IGP Vienne,IGP,Vins de pays/IGP Vienne,,,,,,,,
938,Vins de Pays,,Vins de pays/IGPCoteaux de Fontcaude,IGP,Vins de pays/IGPCoteaux de Fontcaude,,,,,,,,
939,Vins de Pays,,Vins de pays/IGPCoteaux de Miramont,IGP,Vins de pays/IGPCoteaux de Miramont,,,,,,,,
