Région,Sous-Région,Appellation,Label,Cru,Type,Couleur,Age min,Age max,T°C min,T°max,Type de verre,Commentaires
Vallée du Rhône,Rasteau,Rasteau,AOC,Rasteau rancio,doux,blanc,5,50,12,14,,
Vallée du Rhône,Rasteau sec,Rasteau sec,AOC,Rasteau sec,sec,rouge,5,15,14,16,,
Vallée du Rhône,Saint-joseph,Saint-joseph,AOC,Saint-joseph,sec,blanc,2,10,11,13,,
Vallée du Rhône,Saint-joseph,Saint-joseph,AOC,Saint-joseph,sec,rouge,3,20,15,17,,
Vallée du Rhône,Saint-péray,Saint-péray,AOC,Saint-péray,sec,blanc,3,10,10,11,,
Vallée du Rhône,Saint-péray,Saint-péray,AOC,Saint-péray,effervescent,blanc,1,3,7,9,,
Vallée du Rhône,Tavel,Tavel,AOC,Tavel,sec,pink,1,5,10,12,,
Vallée du Rhône,Vacqueyras,Vacqueyras,AOC,Vacqueyras,sec,rouge,3,15,15,17,,
Vallée du Rhône,Vacqueyras,Vacqueyras,AOC,Vacqueyras,sec,blanc,2,6,10,12,,
Vallée du Rhône,Vacqueyras,Vacqueyras,AOC,Vacqueyras,sec,pink,1,4,12,14,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Ardèche,IGP,Vins de pays/IGP Ardèche,sec,rouge,2,4,16,16,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Ardèche,IGP,Vins de pays/IGP Ardèche,sec,blanc,1,4,8,10,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Ardèche,IGP,Vins de pays/IGP Ardèche,sec,pink,1,2,8,10,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Collines rhodaniennes,IGP,Vins de pays/IGP Collines rhodaniennes,sec,rouge,2,8,16,16,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Collines rhodaniennes,IGP,Vins de pays/IGP Collines rhodaniennes,sec,blanc,1,5,10,12,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Collines rhodaniennes,IGP,Vins de pays/IGP Collines rhodaniennes,sec,pink,1,2,8,10,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Comté de Grignan,IGP,Vins de pays/IGP Comté de Grignan,sec,rouge,2,6,16,16,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Comté de Grignan,IGP,Vins de pays/IGP Comté de Grignan,sec,blanc,1,5,10,12,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Comté de Grignan,IGP,Vins de pays/IGP Comté de Grignan,sec,pink,1,2,8,10,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Coteaux des Baronnies,IGP,Vins de pays/IGP Coteaux des Baronnies,sec,rouge,2,5,14,16,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Coteaux des Baronnies,IGP,Vins de pays/IGP Coteaux des Baronnies,sec,blanc,1,2,11,13,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Coteaux des Baronnies,IGP,Vins de pays/IGP Coteaux des Baronnies,sec,pink,1,2,8,10,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Drôme,IGP,Vins de pays/IGP Drôme,sec,rouge,1,5,16,16,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Drôme,IGP,Vins de pays/IGP Drôme,sec,blanc,1,2,8,10,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Drôme,IGP,Vins de pays/IGP Drôme,sec,pink,1,4,12,14,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Vaucluse,IGP,Vins de pays/IGP Vaucluse,sec,rouge,2,6,16,16,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Vaucluse,IGP,Vins de pays/IGP Vaucluse,sec,blanc,1,4,10,12,,
Vallée du Rhône,Vallée du Rhône,Vins de pays/IGP Vaucluse,IGP,Vins de pays/IGP Vaucluse,sec,pink,1,3,10,12,,
Vallée du Rhône,Ventoux,Ventoux,AOC,Ventoux,sec,rouge,2,5,14,16,,
Vallée du Rhône,Ventoux,Ventoux,AOC,Ventoux,sec,blanc,1,4,10,12,,
Vallée du Rhône,Ventoux,Ventoux,AOC,Ventoux,sec,pink,1,2,10,11,,
Vallée du Rhône,Vinsobres,Vinsobres,AOC,Vinsobres,sec,rouge,3,8,16,16,,
Vins de Pays,,Rancio sec,IGP,Rancio sec,sec,blanc,1,20,13,15,,
Vins de Pays,,Vins de pays/IGP Argens,IGP,Vins de pays/IGP Argens,,,,,,,,
Vins de Pays,,Vins de pays/IGP Balmes dauphinoises,IGP,Vins de pays/IGP Balmes dauphinoises,,,,,,,,
Vins de Pays,,Vins de pays/IGP Bénovie,IGP,Vins de pays/IGP Bénovie,,,,,,,,
Vins de Pays,,Vins de pays/IGP Bessan,IGP,Vins de pays/IGP Bessan,,,,,,,,
Vins de Pays,,Vins de pays/IGP Cassan,IGP,Vins de pays/IGP Cassan,,,,,,,,
Vins de Pays,,Vins de pays/IGP Catalan,IGP,Vins de pays/IGP Catalan,,,,,,,,
Vins de Pays,,Vins de pays/IGP Caux,IGP,Vins de pays/IGP Caux,,,,,,,,
Vins de Pays,,Vins de pays/IGP Cessenon,IGP,Vins de pays/IGP Cessenon,,,,,,,,
Vins de Pays,,Vins de pays/IGP Collines de la Moure,IGP,Vins de pays/IGP Collines de la Moure,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux de Bessilles,IGP,Vins de pays/IGP Coteaux de Bessilles,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux de l'Ardèche,IGP,Vins de pays/IGP Coteaux de l'Ardèche,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux de Laurens,IGP,Vins de pays/IGP Coteaux de Laurens,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux de Montélimar,IGP,Vins de pays/IGP Coteaux de Montélimar,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux de Murviel,IGP,Vins de pays/IGP Coteaux de Murviel,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux des Fenouillèdes,IGP,Vins de pays/IGP Coteaux des Fenouillèdes,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux du Grésivaudan,IGP,Vins de pays/IGP Coteaux du Grésivaudan,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux du littoral audois,IGP,Vins de pays/IGP Coteaux du littoral audois,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux du Salagou,IGP,Vins de pays/IGP Coteaux du Salagou,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux du Salavès,IGP,Vins de pays/IGP Coteaux du Salavès,,,,,,,,
Vins de Pays,,Vins de pays/IGP Coteaux et terrasses de Montauban,IGP,Vins de pays/IGP Coteaux et terrasses de Montauban,,,,,,,,
Vins de Pays,,Vins de pays/IGP Côtes de Pérignan,IGP,Vins de pays/IGP Côtes de Pérignan,,,,,,,,
Vins de Pays,,Vins de pays/IGP Côtes du Ceressou,IGP,Vins de pays/IGP Côtes du Ceressou,,,,,,,,
Vins de Pays,,Vins de pays/IGP Côtes du Condomois,IGP,Vins de pays/IGP Côtes du Condomois,,,,,,,,
Vins de Pays,,Vins de pays/IGP Deux Sèvres,IGP,Vins de pays/IGP Deux Sèvres,,,,,,,,
Vins de Pays,,Vins de pays/IGP Dordogne,IGP,Vins de pays/IGP Dordogne,,,,,,,,
Vins de Pays,,Vins de pays/IGP Grand-roussillon,IGP,Vins de pays/IGP Grand-roussillon,,,,,,,,
Vins de Pays,,Vins de pays/IGP Hauterive,IGP,Vins de pays/IGP Hauterive,,,,,,,,
Vins de Pays,,Vins de pays/IGP Hautes Vallées de l'Aude,IGP,Vins de pays/IGP Hautes Vallées de l'Aude,,,,,,,,
Vins de Pays,,Vins de pays/IGP Hauts de Badens,IGP,Vins de pays/IGP Hauts de Badens,,,,,,,,
Vins de Pays,,Vins de pays/IGP Lastours,IGP,Vins de pays/IGP Lastours,,,,,,,,
Vins de Pays,,Vins de pays/IGP Loire-Atlantique,IGP,Vins de pays/IGP Loire-Atlantique,,,,,,,,
Vins de Pays,,Vins de pays/IGP Lot-et-Garonne,IGP,Vins de pays/IGP Lot-et-Garonne,,,,,,,,
Vins de Pays,,Vins de pays/IGP Meuse,IGP,Vins de pays/IGP Meuse,,,,,,,,
Vins de Pays,,Vins de pays/IGP Mont Baudile,IGP,Vins de pays/IGP Mont Baudile,,,,,,,,
Vins de Pays,,Vins de pays/IGP Monts de la Grage,IGP,Vins de pays/IGP Monts de la Grage,,,,,,,,
Vins de Pays,,Vins de pays/IGP Nièvre,IGP,Vins de pays/IGP Nièvre,,,,,,,,
Vins de Pays,,Vins de pays/IGP Petite Crau,IGP,Vins de pays/IGP Petite Crau,,,,,,,,
Vins de Pays,,Vins de pays/IGP Principauté d'Orange,IGP,Vins de pays/IGP Principauté d'Orange,,,,,,,,
Vins de Pays,,Vins de pays/IGP Pyrénées-Atlantiques,IGP,Vins de pays/IGP Pyrénées-Atlantiques,,,,,,,,
Vins de Pays,,Vins de pays/IGP Pyrénées-Orientales,IGP,Vins de pays/IGP Pyrénées-Orientales,,,,,,,,
Vins de Pays,,Vins de pays/IGP Sables du Golfe du Lion,IGP,Vins de pays/IGP Sables du Golfe du Lion,,,,,,,,
Vins de Pays,,Vins de pays/IGP Saint-Sardos,IGP,Vins de pays/IGP Saint-Sardos,,,,,,,,
Vins de Pays,,Vins de pays/IGP Sainte-Baume,IGP,Vins de pays/IGP Sainte-Baume,,,,,,,,
Vins de Pays,,Vins de pays/IGP Tarn et Garonne,IGP,Vins de pays/IGP Tarn et Garonne,,,,,,,,
Vins de Pays,,Vins de pays/IGP Terroirs landais,IGP,Vins de pays/IGP Terroirs landais,,,,,,,,
Vins de Pays,,Vins de pays/IGP Val de Cesse,IGP,Vins de pays/IGP Val de Cesse,,,,,,,,
Vins de Pays,,Vins de pays/IGP Val de Montferrand,IGP,Vins de pays/IGP Val de Montferrand,,,,,,,,
Vins de Pays,,Vins de pays/IGP Vallée de l'Orb,IGP,Vins de pays/IGP Vallée de l'Orb,,,,,,,,
Vins de Pays,,Vins de pays/IGP Vendée,IGP,Vins de pays/IGP Vendée,,,,,,,,
Vins de Pays,,Vins de pays/IGP Vienne,IGP,Vins de pays/IGP Vienne,,,,,,,,
Vins de Pays,,Vins de pays/IGPCoteaux de Fontcaude,IGP,Vins de pays/IGPCoteaux de Fontcaude,,,,,,,,
Vins de Pays,,Vins de pays/IGPCoteaux de Miramont,IGP,Vins de pays/IGPCoteaux de Miramont,,,,,,,,
